value,savings,description_doge,total_obligation,award_amount,link,fain_key,date,agency,funding_opportunity_goals,total_obligated_amount,federal_action_obligation,non_federal_funding_amount,action_date,action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,funding_office_name,recipient_name,recipient_parent_name,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_state_name,cfda_title,business_types_description,action_type_description,sector
995509.0,313943.75,ADVANCE ADAPTATION: ADVANCE APPALACHIAN,995509.0,0.0,https://usaspending.gov/award/ASST_NON_2017536_4900,2017536,5/2/2025,National Science Foundation,,995509.0,0.0,0.0,2020-10-13,2021.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,APPALACHIAN STATE UNIVERSITY,APPALACHIAN STATE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
995509.0,313943.75,ADVANCE ADAPTATION: ADVANCE APPALACHIAN,995509.0,0.0,https://usaspending.gov/award/ASST_NON_2017536_4900,2017536,5/2/2025,National Science Foundation,,995509.0,0.0,0.0,2022-07-28,2022.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,APPALACHIAN STATE UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
995509.0,313943.75,ADVANCE ADAPTATION: ADVANCE APPALACHIAN,995509.0,0.0,https://usaspending.gov/award/ASST_NON_2017536_4900,2017536,5/2/2025,National Science Foundation,,995509.0,0.0,0.0,2022-04-04,2022.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,APPALACHIAN STATE UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
995509.0,313943.75,ADVANCE ADAPTATION: ADVANCE APPALACHIAN,995509.0,0.0,https://usaspending.gov/award/ASST_NON_2017536_4900,2017536,5/2/2025,National Science Foundation,,995509.0,0.0,0.0,2022-12-20,2023.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,APPALACHIAN STATE UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,STEM EDUCATION (FORMERLY EDUCATION AND HUMAN RESOURCES),PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
498250.0,63613.72,HOW DO UNREPRESENTATIVE COLLEGE GRADES SHAPE RACE AND GENDER GAPS IN THE STEM PIPELINE?,498250.0,498250.0,https://usaspending.gov/award/ASST_NON_2100122_4900,2100122,5/2/2025,National Science Foundation,,498250.0,498250.0,0.0,2021-06-14,2021.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Education
299976.0,8587.12,RESEARCH INITIATION AWARD: DEVELOPMENT OF A CULTURALLY-SPECIFIC MODEL AND ASSESSMENT TOOL FOR SCHOOL-BASED RACIAL STRESS AND TRAUMA AMONG BLACK YOUTH,299976.0,0.0,https://usaspending.gov/award/ASST_NON_2100835_4900,2100835,5/2/2025,National Science Foundation,,299976.0,0.0,0.0,2021-05-21,2021.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,WINSTON-SALEM STATE UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
299976.0,8587.12,RESEARCH INITIATION AWARD: DEVELOPMENT OF A CULTURALLY-SPECIFIC MODEL AND ASSESSMENT TOOL FOR SCHOOL-BASED RACIAL STRESS AND TRAUMA AMONG BLACK YOUTH,299976.0,299976.0,https://usaspending.gov/award/ASST_NON_2100835_4900,2100835,5/2/2025,National Science Foundation,,299976.0,299976.0,0.0,2021-03-29,2021.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,WINSTON-SALEM STATE UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Education
350000.0,100322.03,"BROADENING PARTICIPATION RESEARCH PROJECT: EFFECTS OF INTEGRATING LEARNING-STRATEGY INSTRUCTION WITHIN MATH COURSES ON STUDENT MATH MINDSET, SELF-REGULATED LEARNING AND PERFORMANCE",350000.0,350000.0,https://usaspending.gov/award/ASST_NON_2107285_4900,2107285,5/2/2025,National Science Foundation,,350000.0,350000.0,0.0,2021-08-26,2021.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Education
1075000.0,76588.0,"LSAMP BD: NORTH CAROLINA A&T STATE UNIVERSITY PREPARING FUTURE MINORITY PH.D. RESEARCHERS (PFMPR) -THE LOUIS STOKES ALLIANCES FOR MINORITY PARTICIPATION (LSAMP) PROGRAM ASSISTS UNIVERSITIES AND COLLEGES IN DIVERSIFYING THE STEM WORKFORCE BY DEVELOPING HIGHLY COMPETITIVE STUDENTS FROM POPULATIONS UNDERREPRESENTED IN STEM DISCIPLINES: AFRICAN AMERICANS, HISPANIC AMERICANS, AMERICAN INDIANS, ALASKA NATIVES, NATIVE HAWAIIANS, AND NATIVE PACIFIC ISLANDERS. THE GOAL OF THE LSAMP BRIDGE TO THE DOCTORATE (BD) ACTIVITY IS TO INCREASE THE QUANTITY AND QUALITY OF STEM GRADUATE STUDENTS FROM UNDERREPRESENTED POPULATIONS, WITH EMPHASIS ON PHD MATRICULATION AND COMPLETION. BD PROGRAMS IMPLEMENTED IN THE NATION'S INSTITUTIONS OF HIGHER EDUCATION CONTRIBUTE TO ADDRESSING ONE OF THE OBJECTIVES OF NSF'S 2018-2022 STRATEGIC PLAN, NAMELY TO FOSTER THE GROWTH OF A MORE CAPABLE AND DIVERSE RESEARCH WORKFORCE AND ADVANCE THE SCIENTIFIC AND INNOVATION SKILLS OF THE NATION. THE VISION OF THIS GRANT IS TO PROVIDE A NATIONAL MODEL TO PRODUCE UNDERREPRESENTED SCIENTISTS AND ENGINEERS WITH DOCTORAL DEGREES IN STEM. THE PERFORMANCE SITE FOR THIS LSAMP BD ACTIVITY IS NORTH CAROLINA A&T STATE UNIVERSITY (NCAT), ONE OF THE EIGHT UNIVERSITIES INCLUDED IN THE NORTH CAROLINA LOUIS STOKES ALLIANCE FOR MINORITY PARTICIPATION (NCLSAMP) PROGRAM. THIS PROJECT IS DESIGNED TO ATTRACT, RETAIN, AND GRADUATE A COHORT OF UNDERREPRESENTED PHD STUDENTS IN STEM DISCIPLINES EQUIPPED WITH CAREER READINESS SKILLS AND SELF-EFFICACY TO ENTER THE STEM WORKFORCE. THIS HOLISTIC GRADUATE STUDENT DEVELOPMENT MODEL, INCLUDES ACADEMIC AND PROFESSIONAL SKILLS BUILDING FOR STEM CAREERS ALONGSIDE TARGETED ACTIVITIES INVOLVING A SELECT COMBINATION OF EVIDENCE-BASED STRATEGIES REFLECTED IN THE LITERATURE ON SOCIAL COGNITIVE CAREER THEORY, SELF-EFFICACY, AND STEM RESEARCH IDENTITY. THESE WILL BE CONDUCTED THROUGH A COMBINATION OF COMPETENCY-BASED ACADEMIC SUCCESS AND CAREER READINESS WORKSHOPS AND A PERSONALIZED, CULTURALLY REFLECTIVE MENTORING PROGRAM THAT CONNECTS STUDENTS WITH FACULTY AT NCAT AND AT PARTICIPATING PEER INSTITUTIONS. THIS PROJECT WILL POSITIVELY IMPACT THE RETENTION AND GRADUATION RATES OF STEM GRADUATE STUDENTS FROM UNDERREPRESENTED POPULATIONS IN DOCTORAL PROGRAMS, THUS PRODUCING A DIVERSE WORKFORCE OF STEM PROFESSIONALS. THIS AWARD REFLECTS NSF'S STATUTORY MISSION AND HAS BEEN DEEMED WORTHY OF SUPPORT THROUGH EVALUATION USING THE FOUNDATION'S INTELLECTUAL MERIT AND BROADER IMPACTS REVIEW CRITERIA.",1075000.0,1075000.0,https://usaspending.gov/award/ASST_NON_2204570_4900,2204570,5/2/2025,National Science Foundation,,1075000.0,1075000.0,0.0,2022-08-14,2022.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,EDUCATION AND HUMAN RESOURCES,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,NEW,Education
1075000.0,76588.0,"LSAMP BD: NORTH CAROLINA A&T STATE UNIVERSITY PREPARING FUTURE MINORITY PH.D. RESEARCHERS (PFMPR) -THE LOUIS STOKES ALLIANCES FOR MINORITY PARTICIPATION (LSAMP) PROGRAM ASSISTS UNIVERSITIES AND COLLEGES IN DIVERSIFYING THE STEM WORKFORCE BY DEVELOPING HIGHLY COMPETITIVE STUDENTS FROM POPULATIONS UNDERREPRESENTED IN STEM DISCIPLINES: AFRICAN AMERICANS, HISPANIC AMERICANS, AMERICAN INDIANS, ALASKA NATIVES, NATIVE HAWAIIANS, AND NATIVE PACIFIC ISLANDERS. THE GOAL OF THE LSAMP BRIDGE TO THE DOCTORATE (BD) ACTIVITY IS TO INCREASE THE QUANTITY AND QUALITY OF STEM GRADUATE STUDENTS FROM UNDERREPRESENTED POPULATIONS, WITH EMPHASIS ON PHD MATRICULATION AND COMPLETION. BD PROGRAMS IMPLEMENTED IN THE NATION'S INSTITUTIONS OF HIGHER EDUCATION CONTRIBUTE TO ADDRESSING ONE OF THE OBJECTIVES OF NSF'S 2018-2022 STRATEGIC PLAN, NAMELY TO FOSTER THE GROWTH OF A MORE CAPABLE AND DIVERSE RESEARCH WORKFORCE AND ADVANCE THE SCIENTIFIC AND INNOVATION SKILLS OF THE NATION. THE VISION OF THIS GRANT IS TO PROVIDE A NATIONAL MODEL TO PRODUCE UNDERREPRESENTED SCIENTISTS AND ENGINEERS WITH DOCTORAL DEGREES IN STEM. THE PERFORMANCE SITE FOR THIS LSAMP BD ACTIVITY IS NORTH CAROLINA A&T STATE UNIVERSITY (NCAT), ONE OF THE EIGHT UNIVERSITIES INCLUDED IN THE NORTH CAROLINA LOUIS STOKES ALLIANCE FOR MINORITY PARTICIPATION (NCLSAMP) PROGRAM. THIS PROJECT IS DESIGNED TO ATTRACT, RETAIN, AND GRADUATE A COHORT OF UNDERREPRESENTED PHD STUDENTS IN STEM DISCIPLINES EQUIPPED WITH CAREER READINESS SKILLS AND SELF-EFFICACY TO ENTER THE STEM WORKFORCE. THIS HOLISTIC GRADUATE STUDENT DEVELOPMENT MODEL, INCLUDES ACADEMIC AND PROFESSIONAL SKILLS BUILDING FOR STEM CAREERS ALONGSIDE TARGETED ACTIVITIES INVOLVING A SELECT COMBINATION OF EVIDENCE-BASED STRATEGIES REFLECTED IN THE LITERATURE ON SOCIAL COGNITIVE CAREER THEORY, SELF-EFFICACY, AND STEM RESEARCH IDENTITY. THESE WILL BE CONDUCTED THROUGH A COMBINATION OF COMPETENCY-BASED ACADEMIC SUCCESS AND CAREER READINESS WORKSHOPS AND A PERSONALIZED, CULTURALLY REFLECTIVE MENTORING PROGRAM THAT CONNECTS STUDENTS WITH FACULTY AT NCAT AND AT PARTICIPATING PEER INSTITUTIONS. THIS PROJECT WILL POSITIVELY IMPACT THE RETENTION AND GRADUATION RATES OF STEM GRADUATE STUDENTS FROM UNDERREPRESENTED POPULATIONS IN DOCTORAL PROGRAMS, THUS PRODUCING A DIVERSE WORKFORCE OF STEM PROFESSIONALS. THIS AWARD REFLECTS NSF'S STATUTORY MISSION AND HAS BEEN DEEMED WORTHY OF SUPPORT THROUGH EVALUATION USING THE FOUNDATION'S INTELLECTUAL MERIT AND BROADER IMPACTS REVIEW CRITERIA.",1075000.0,0.0,https://usaspending.gov/award/ASST_NON_2204570_4900,2204570,5/2/2025,National Science Foundation,,1075000.0,0.0,0.0,2023-04-14,2023.0,National Science Foundation,National Science Foundation,DIVISION OF EQUITY FOR EXCELLENCE IN STEM,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,STEM EDUCATION (FORMERLY EDUCATION AND HUMAN RESOURCES),PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,REVISION,Education
149706.0,139237.84,"THE UNIVERSITY OF NORTH CAROLINA AT GREENSBORO WILL LAY THE FOUNDATION FOR DEVELOPING ROBUST INDEPENDENT-MADE (INDIE) DIGITAL VIDEO GAME COLLECTIONS IN ACADEMIC AND PUBLIC LIBRARIES. WHILE LIBRARIES HAVE COLLECTED PHYSICAL COPIES OF VIDEO GAMES FOR A LONG TIME, THEY CURRENTLY LACK METHODS FOR COLLECTING DIGITAL-ONLY GAMES. THE PROJECT TEAM WILL CONDUCT EXPLORATORY RESEARCH TO UNDERSTAND CRITICAL ISSUES, HOST A NATIONAL VIRTUAL FORUM TO SPARK BROADER DISCUSSION, AND COMPOSE A WORKING GROUP TO DEVELOP LEGAL AND SOCIOTECHNICAL ROAD MAPS FOR COLLECTING INDIE DIGITAL GAMES. IN ADDITION TO THE PRODUCTS OF THE WORKING GROUP, THE PROJECT WILL RESULT IN A RESEARCH ARTICLE, TWO CONFERENCE PRESENTATIONS, BLOG POSTS, TWO WEBINAR PRESENTATIONS, AND PROCEEDINGS AND RECORDINGS FROM THE FORUM. EXPECTED OUTCOMES INCLUDE A COMPREHENSIVE UNDERSTANDING OF STAKEHOLDER NEEDS, STRATEGIES FOR LEGAL AND TECHNICAL INFRASTRUCTURE, AND INCREASED ACCESS TO INDIE GAMES. BENEFICIARIES INCLUDE LIBRARIANS, INDIE GAME DEVELOPERS, AND GAME COLLECTION USERS AT ACADEMIC AND PUBLIC LIBRARIES.",149706.0,149706.0,https://usaspending.gov/award/ASST_NON_LG-256637-OLS-24_5300,LG-256637-OLS-24,4/28/2025,Institute of Museum and Library Services,"GOAL 5: STRENGTHEN THE ABILITY OF LIBRARIES, ARCHIVES, AND MUSEUMS TO WORK COLLABORATIVELY FOR THE BENEFIT OF THE COMMUNITIES THEY SERVE",149706.0,149706.0,0.0,2024-07-10,2024.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,NATIONAL LEADERSHIP GRANTS,STATE GOVERNMENT,NEW,Justice Social Equity and Community
244906.0,244906.0,"THE MARBLES KIDS MUSEUM WILL DESIGN AND INSTALL AN IMMERSIVE EXHIBIT FOCUSED ON ENGAGING IN CAREER EXPLORATION THROUGH HANDS-ON PLAY. THE 3,000-SQUARE-FOOT SPACE WILL OFFER ACTIVITIES AND DISPLAYS THAT REFLECT INDUSTRIES THAT ARE EXPANDING IN NORTH CAROLINA AND RELY ON A DIVERSE AND CAPABLE FUTURE WORKFORCE, SUCH AS BIOTECHNOLOGY, CONSTRUCTION, MANUFACTURING, AND TRANSPORTATION. PROJECT ACTIVITIES WILL INCLUDE ASSEMBLING A CAREER EXPLORATION COMMUNITY OF PRACTICE WITH STAFF FROM OTHER SCIENCE AND CHILDREN'S MUSEUMS, PROTOTYPING ACTIVITIES AND EXHIBIT COMPONENTS, DEVELOPING THE DESIGN, AS WELL AS FABRICATING AND INSTALLING THE COMPONENTS. AS A RESULT, THE MUSEUM WILL CONTRIBUTE TO LOCAL AND REGIONAL WORKFORCE DEVELOPMENT EFFORTS THROUGH HANDS-ON, IMAGINATIVE PLAY EXPERIENCES, AND SHARE THEIR FINDINGS AND BEST PRACTICES FOR CAREER EXPLORATION PLAY IN A CHILDREN’S MUSEUM SETTING.",244906.0,491814.0,https://usaspending.gov/award/ASST_NON_MA-255624-OMS-24_5300,MA-255624-OMS-24,4/28/2025,Institute of Museum and Library Services,"GOAL 1, LIFELONG LEARNING: EMPOWER PEOPLE OF ALL AGES AND BACKGROUNDS THROUGH EXPERIENTIAL AND CROSS-DISCIPLINARY LEARNING AND DISCOVERY",244906.0,244906.0,246908.0,2024-07-12,2024.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,MARBLES KIDS MUSEUM,,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,MUSEUMS FOR AMERICA,STATE GOVERNMENT,NEW,Justice Social Equity and Community
242717.0,57266.76,"DUKE UNIVERSITY, ON BEHALF OF THE TRIANGLE RESEARCH LIBRARIES, WILL BUILD ON THE SUCCESS OF THE LIBRARY COPYRIGHT INSTITUTE PLANNING GRANT TO SCALE THIS MODEL OF SUSTAINABLE, COMPREHENSIVE COPYRIGHT EDUCATION FOR ACADEMIC LIBRARIANS ACROSS THE UNITED STATES. ALTHOUGH COPYRIGHT IMPACTS LIBRARIES OF ALL TYPES, TYPICALLY ONLY THE HIGHEST FUNDED INSTITUTIONS HAVE WELL-TRAINED COPYRIGHT EXPERTS ON STAFF. THIS PROJECT IS BASED ON THE PREMISE THAT LIBRARIANS OF ALL INSTITUTIONS, REGARDLESS OF FINANCIAL WHEREWITHAL, NEED THIS EXPERTISE TO MEET THE NEEDS OF THEIR USERS. LEARNING AND RESEARCH COMMUNITIES ARE IMPROVED WHEN ALL INSTITUTIONS ARE ABLE TO TACKLE PRESSING COPYRIGHT CHALLENGES THAT ARISE IN DISTANCE EDUCATION SUPPORT, E-RESERVES, DIGITIZATION, AND OTHER SERVICES THAT ARE CRITICAL TO MODERN LIBRARY USERS. ULTIMATELY, THE GOAL IS TO EMPOWER THOSE LIBRARIANS WITH THE LEGAL KNOWLEDGE NECESSARY TO SERVE THE NEEDS OF THEIR PATRONS, WHETHER THEY BE STUDENTS, FACULTY, PUBLIC USERS, OR OTHERS.",14373.15,242717.0,https://usaspending.gov/award/ASST_NON_RE-246377-OLS-20_5950,RE-246377-OLS-20,4/8/2025,Institute of Museum and Library Services,,14373.15,242717.0,0.0,2020-07-17,2020.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,DUKE UNIVERSITY,DUKE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
213303.0,33464.59,"DR. AFRICA S. HANDS WILL INVESTIGATE THE WAYS IN WHICH PUBLIC LIBRARIES IN CENTRAL APPALACHIA SUPPORT THE COLLEGE LITERACY OF NONTRADITIONAL PROSPECTIVE STUDENTS THROUGH INFORMATION AND SERVICES. THE EARLY CAREER DEVELOPMENT PROJECT FOCUSES ON PUBLIC LIBRARIES ACROSS FOUR STATES (KENTUCKY, TENNESSEE, VIRGINIA, AND WEST VIRGINIA) COMPRISING THE CENTRAL REGION OF APPALACHIA, WHICH HAS LOWER RATES OF EDUCATIONAL ATTAINMENT AND INCOME AND HIGHER UNEMPLOYMENT THAN OTHER REGIONS OF APPALACHIA. PROJECT GOALS ARE TO HIGHLIGHT THE NATURE OF PUBLIC LIBRARY SUPPORT FOR NONTRADITIONAL PROSPECTIVE STUDENTS AND TO IDENTIFY LIBRARIES THAT MAY SERVE AS EXEMPLARS TO LIBRARY PRACTITIONERS WHO WANT TO SERVE NONTRADITIONAL COLLEGE-BOUND PATRONS. FURTHER, THIS PROJECT AIMS TO POSITION LIBRARIES AS A PARTNER TO AGENCIES WORKING TO BOOST COLLEGE ENROLLMENT AND WORKFORCE AND ECONOMIC DEVELOPMENT.",41194.88,213303.0,https://usaspending.gov/award/ASST_NON_RE-250024-OLS-21_5950,RE-250024-OLS-21,4/8/2025,Institute of Museum and Library Services,,41194.88,213303.0,0.0,2021-07-15,2021.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,EAST CAROLINA UNIVERSITY,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
320777.0,75298.8,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL WILL DEVELOP AND HOST A THREE-YEAR ONLINE SUMMER FELLOWSHIP PROGRAM TO TRAIN MLIS STUDENTS TO TEACH WITH PRIMARY SOURCES. PRIMARY SOURCES CAN CREATE A RICH OPPORTUNITY FOR ENGAGING WITH QUESTIONS OF HISTORICAL EQUITY. THEY HELP US RECKON WITH THE PAST; HELP CORRECT ERRONEOUS BELIEFS THAT PERSIST IN NATIONAL, LOCAL, AND PERSONAL NARRATIVES; AND HELP US ENVISION OUR FUTURES. EDUCATORS AT ALL LEVELS RELY ON LIBRARIANS AND ARCHIVISTS TO HELP THEM AND THEIR STUDENTS UNDERSTAND AND CONTEXTUALIZE PRIMARY SOURCES. THE PROFESSION NEEDS LIBRARIANS AND ARCHIVISTS TRAINED IN HOW TO TEACH OTHERS TO ANALYZE AND INTERPRET PRIMARY SOURCE OBJECTS. THE TRAINING PROGRAM WILL FILL THE CURRICULAR GAP IN PRIMARY SOURCE PEDAGOGY IN CURRENT LIBRARY AND INFORMATION SCIENCE GRADUATE PROGRAMS WHILE BUILDING A NETWORK OF SUPPORT FOR NEW PROFESSIONALS FROM BACKGROUNDS UNDERREPRESENTED IN THE PROFESSION.",320777.0,419058.0,https://usaspending.gov/award/ASST_NON_RE-250046-OLS-21_5950,RE-250046-OLS-21,4/8/2025,Institute of Museum and Library Services,,320777.0,320777.0,98281.0,2021-07-15,2021.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,THE UNIVERSITY OF NORTH CAROLINA,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
320777.0,75298.8,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL WILL DEVELOP AND HOST A THREE-YEAR ONLINE SUMMER FELLOWSHIP PROGRAM TO TRAIN MLIS STUDENTS TO TEACH WITH PRIMARY SOURCES. PRIMARY SOURCES CAN CREATE A RICH OPPORTUNITY FOR ENGAGING WITH QUESTIONS OF HISTORICAL EQUITY. THEY HELP US RECKON WITH THE PAST; HELP CORRECT ERRONEOUS BELIEFS THAT PERSIST IN NATIONAL, LOCAL, AND PERSONAL NARRATIVES; AND HELP US ENVISION OUR FUTURES. EDUCATORS AT ALL LEVELS RELY ON LIBRARIANS AND ARCHIVISTS TO HELP THEM AND THEIR STUDENTS UNDERSTAND AND CONTEXTUALIZE PRIMARY SOURCES. THE PROFESSION NEEDS LIBRARIANS AND ARCHIVISTS TRAINED IN HOW TO TEACH OTHERS TO ANALYZE AND INTERPRET PRIMARY SOURCE OBJECTS. THE TRAINING PROGRAM WILL FILL THE CURRICULAR GAP IN PRIMARY SOURCE PEDAGOGY IN CURRENT LIBRARY AND INFORMATION SCIENCE GRADUATE PROGRAMS WHILE BUILDING A NETWORK OF SUPPORT FOR NEW PROFESSIONALS FROM BACKGROUNDS UNDERREPRESENTED IN THE PROFESSION.",320777.0,0.0,https://usaspending.gov/award/ASST_NON_RE-250046-OLS-21_5950,RE-250046-OLS-21,4/8/2025,Institute of Museum and Library Services,,320777.0,0.0,0.0,2024-01-08,2024.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,REVISION,Education
132475.0,17355.42,"DUKE UNIVERSITY LIBRARIES—IN PARTNERSHIP WITH PENNSYLVANIA STATE UNIVERSITY, WASHINGTON UNIVERSITY IN ST. LOUIS, PRINCETON UNIVERSITY, THE UNIVERSITY OF MINNESOTA (MEMBERS OF THE DATA CURATION NETWORK: DCN), AND THE ASSOCIATION OF RESEARCH LIBRARIES—WILL DEVELOP AN ENHANCED, SPECIALIZED CURRICULUM FOR DATA CURATION TRAINING FOR ACADEMIC LIBRARY AND ARCHIVES STAFF. BY DEVELOPING MORE IN-DEPTH AND CUSTOMIZED TRAINING AND RESOURCES IN GEOSPATIAL, SCIENTIFIC IMAGES, CODE, AND SIMULATION DATA, THE TEAM ADDRESSES THE DEMANDS OF ACADEMIC LIBRARIANS AND ARCHIVISTS TO BETTER SUPPORT RESEARCHERS AT THEIR INSTITUTIONS. BUILDING ON EXISTING DCN CURRICULUM, THIS PROJECT WILL PRIORITIZE ETHICAL, EQUITABLE, AND ACCESSIBLE CONSIDERATIONS FOR RESEARCH DATA CURATION; MAKE THE RESULTING EDUCATIONAL MATERIALS OPENLY ACCESSIBLE ONLINE FOR FUTURE USE AND ADAPTATION; AND HOST A PILOT WORKSHOP TO ASSESS THE WORKSHOP MATERIALS, BUILD KNOWLEDGE IN THESE AREAS, AND STRENGTHEN COMMUNITY ENGAGEMENT.",132475.0,132475.0,https://usaspending.gov/award/ASST_NON_RE-252343-OLS-22_5950,RE-252343-OLS-22,4/8/2025,Institute of Museum and Library Services,NOT APPLICABLE,132475.0,132475.0,0.0,2022-07-15,2022.0,Institute of Museum and Library Services,Institute of Museum and Library Services,INSTITUTE OF MUSEUM  LIBRARY SVCS,DUKE UNIVERSITY,DUKE UNIVERSITY,SINGLE ZIP CODE,USA,UNITED STATES,NORTH CAROLINA,LAURA BUSH 21ST CENTURY LIBRARIAN PROGRAM,STATE GOVERNMENT,NEW,Education
